pen,datespan,days_before_removal,lying_pigs,not_lying_pigs,group
Pen 4,220228_220407,-7,4.723568190865081,9.754172819531654,control
Pen 4,220228_220407,0,5.6989465277936455,9.789073505770254,control
Pen 4,220228_220407,-1,4.106377304989513,10.15835552116504,control
Pen 4,220228_220407,-3,2.8970043572984747,9.641029529971886,control
Pen 4,220228_220407,-5,5.434380058102906,9.853377612559976,control
Pen 4,220228_220407,-7,9.96174603648601,9.754172819531654,control
Pen 4,220228_220407,0,4.5694056274296,9.789073505770254,control
Pen 4,220228_220407,-1,3.194325591871969,10.15835552116504,control
Pen 4,220228_220407,-3,7.726144249999229,9.641029529971886,control
Pen 4,220228_220407,-5,10.407324937081956,9.853377612559976,control
Pen 4,220228_220407,0,2.8970043572984747,9.789073505770254,control
Pen 4,220228_220407,-1,6.706470588235294,10.15835552116504,control
Pen 4,220228_220407,-3,6.022952330451024,9.641029529971886,control
Pen 4,220228_220407,-5,5.520344687478226,9.853377612559976,control
Pen 4,220228_220407,-7,5.401723151512506,9.754172819531654,control
Pen 4,220228_220407,0,6.721019981606889,9.789073505770254,control
Pen 4,220228_220407,-1,5.6989465277936455,10.15835552116504,control
Pen 4,220228_220407,-3,5.413861139704802,9.641029529971886,control
Pen 4,220228_220407,-5,5.286252723311547,9.853377612559976,control
Pen 4,220228_220407,-7,4.659505010037195,9.754172819531654,control
Pen 4,220228_220407,0,6.022952330451024,9.789073505770254,control
Pen 4,220725_220905,-1,4.662462866602449,9.7171562805868,control
Pen 4,220725_220905,-3,4.892705936218937,9.649271629132752,control
Pen 4,220725_220905,-5,3.97044727244899,10.130031343980365,control
Pen 4,220725_220905,-7,2.246269065035284,10.793002332206244,control
Pen 4,220725_220905,0,5.400646575582765,9.761028301322296,control
Pen 4,220725_220905,-1,7.378677427046699,9.7171562805868,control
Pen 4,220725_220905,-3,5.400646575582765,9.649271629132752,control
Pen 4,220725_220905,-5,4.410211761659915,10.130031343980365,control
Pen 4,220725_220905,-7,4.814934021138391,10.793002332206244,control
Pen 4,220725_220905,0,8.571654614472395,9.761028301322296,control
Pen 4,220725_220905,-1,2.7026159772858276,9.7171562805868,control
Pen 4,220725_220905,-3,2.790917155560764,9.649271629132752,control
Pen 4,220725_220905,-5,3.2304556014742354,10.130031343980365,control
Pen 4,220725_220905,-7,3.773928935430609,10.793002332206244,control
Pen 4,220725_220905,0,3.97044727244899,9.761028301322296,control
Pen 4,220725_220905,-1,9.971605877261437,9.7171562805868,control
Pen 4,220725_220905,-3,8.571654614472395,9.649271629132752,control
Pen 4,220725_220905,-5,6.119966813831874,10.130031343980365,control
Pen 4,220725_220905,-7,4.662462866602449,10.793002332206244,control
Pen 4,220725_220905,0,9.802582634679492,9.761028301322296,control
Pen 4,220725_220905,-1,2.790917155560764,9.7171562805868,control
Pen 4,220725_220905,-3,3.2304556014742354,9.649271629132752,control
Pen 4,220725_220905,-5,3.773928935430609,10.130031343980365,control
Pen 4,220725_220905,-7,6.280690604566994,10.793002332206244,control
Pen 4,220725_220905,0,2.246269065035284,9.761028301322296,control
Pen 5,211231_220119,-1,14.42707456969096,10.841324639387087,control
Pen 5,211231_220119,-3,13.877760395626018,11.640486436881647,control
Pen 5,211231_220119,-5,13.271788304032858,12.310553105370781,control
Pen 5,211231_220119,-7,14.493442697686026,10.915430579149591,control
Pen 5,211231_220119,0,15.644869281045752,9.73599128540305,control
Pen 5,211231_220119,-1,16.10337742739752,10.841324639387087,control
Pen 5,211231_220119,-3,15.07685929426213,11.640486436881647,control
Pen 5,211231_220119,-5,15.465007442410277,12.310553105370781,control
Pen 5,211231_220119,-7,14.42707456969096,10.915430579149591,control
Pen 5,211231_220119,0,16.45031642521887,9.73599128540305,control
Pen 5,211231_220119,-1,15.07685929426213,10.841324639387087,control
Pen 5,211231_220119,-3,15.465007442410277,11.640486436881647,control
Pen 5,211231_220119,-5,14.42707456969096,12.310553105370781,control
Pen 5,211231_220119,-7,13.877760395626018,10.915430579149591,control
Pen 5,211231_220119,0,15.765479823911681,9.73599128540305,control
Pen 5,211231_220119,-1,13.421102029523055,10.841324639387087,control
Pen 5,211231_220119,-3,13.345481563065126,11.640486436881647,control
Pen 5,211231_220119,-5,14.635915680515966,12.310553105370781,control
Pen 5,211231_220119,0,13.877760395626018,9.73599128540305,control
Pen 5,211231_220119,-1,15.465007442410277,10.841324639387087,control
Pen 5,211231_220119,-3,14.42707456969096,11.640486436881647,control
Pen 5,211231_220119,-5,13.877760395626018,12.310553105370781,control
Pen 5,211231_220119,-7,13.271788304032858,10.915430579149591,control
Pen 5,211231_220119,0,15.223362562235986,9.73599128540305,control
Pen 5,220228_220407,-1,10.548325316108908,13.390507647557088,control
Pen 5,220228_220407,-3,10.301533036706308,13.184742264574254,control
Pen 5,220228_220407,-5,10.957753080279295,12.239666011850943,control
Pen 5,220228_220407,-7,10.496214352930261,12.20367508885988,control
Pen 5,220228_220407,0,11.25633185205662,12.8467059046377,control
Pen 5,220228_220407,-1,9.983761632959679,13.390507647557088,control
Pen 5,220228_220407,-3,12.667586496740705,13.184742264574254,control
Pen 5,220228_220407,-5,12.695886874837836,12.239666011850943,control
Pen 5,220228_220407,0,10.330108932461874,12.8467059046377,control
Pen 5,220228_220407,-1,11.003066204782114,13.390507647557088,control
Pen 5,220228_220407,-3,9.382968165566426,13.184742264574254,control
Pen 5,220228_220407,-5,9.983761632959679,12.239666011850943,control
Pen 5,220228_220407,-7,12.667586496740705,12.20367508885988,control
Pen 5,220228_220407,0,10.957753080279295,12.8467059046377,control
Pen 5,220228_220407,-1,13.316535947712419,13.390507647557088,control
Pen 5,220228_220407,-3,11.748596667476368,13.184742264574254,control
Pen 5,220228_220407,-5,11.394991155081135,12.239666011850943,control
Pen 5,220228_220407,-7,10.548325316108908,12.20367508885988,control
Pen 5,220228_220407,0,13.617641939382741,12.8467059046377,control
Pen 5,220228_220407,-1,10.957753080279295,13.390507647557088,control
Pen 5,220228_220407,-3,10.496214352930261,13.184742264574254,control
Pen 5,220228_220407,-5,10.330108932461874,12.239666011850943,control
Pen 5,220228_220407,-7,11.291887994615452,12.20367508885988,control
Pen 5,220228_220407,0,10.406467677229186,12.8467059046377,control
Pen 5,221219_230126,-1,14.356095917693745,10.136398017038276,control
Pen 5,221219_230126,-3,12.313018789560436,11.617391129755688,control
Pen 5,221219_230126,-5,12.14929760843596,10.874940443167523,control
Pen 5,221219_230126,-7,12.530462905005457,9.913012780448504,control
Pen 5,221219_230126,0,14.544866219214933,9.870176784627102,control
Pen 5,221219_230126,-1,13.173244229365588,10.136398017038276,control
Pen 5,221219_230126,-3,13.483230736369096,11.617391129755688,control
Pen 5,221219_230126,-5,14.356095917693745,10.874940443167523,control
Pen 5,221219_230126,-7,12.313018789560436,9.913012780448504,control
Pen 5,221219_230126,0,13.185227602835061,9.870176784627102,control
Pen 5,221219_230126,-1,12.86710457954551,10.136398017038276,control
Pen 5,221219_230126,-3,13.173244229365588,11.617391129755688,control
Pen 5,221219_230126,-5,13.483230736369096,10.874940443167523,control
Pen 5,221219_230126,-7,14.356095917693745,9.913012780448504,control
Pen 5,221219_230126,0,12.830824011104342,9.870176784627102,control
Pen 5,221219_230126,-1,14.544866219214933,10.136398017038276,control
Pen 5,221219_230126,-3,13.681666124598303,11.617391129755688,control
Pen 5,221219_230126,-5,12.01225230355609,10.874940443167523,control
Pen 5,221219_230126,-7,12.150727781692765,9.913012780448504,control
Pen 5,221219_230126,0,13.483230736369096,9.870176784627102,control
Pen 5,221219_230126,-1,12.565189979151803,10.136398017038276,control
Pen 5,221219_230126,-3,12.29246803925008,11.617391129755688,control
Pen 5,221219_230126,-5,12.830824011104342,10.874940443167523,control
Pen 5,221219_230126,-7,13.185227602835061,9.913012780448504,control
Pen 5,221219_230126,0,12.988235803513218,9.870176784627102,control
Pen 6,211230_220120,-1,9.104480173902092,11.025281490233276,control
Pen 6,211230_220120,-3,10.299643354303177,9.207741896186716,control
Pen 6,211230_220120,-5,9.863052929350605,9.15131592893544,control
Pen 6,211230_220120,0,9.50297548849685,10.620644113730814,control
Pen 6,211230_220120,-1,11.881347340107668,11.025281490233276,control
Pen 6,211230_220120,-3,11.059891093980236,9.207741896186716,control
Pen 6,211230_220120,-5,9.104480173902092,9.15131592893544,control
Pen 6,211230_220120,0,12.43220288279545,10.620644113730814,control
Pen 6,211230_220120,-1,9.50297548849685,11.025281490233276,control
Pen 6,211230_220120,-3,9.169511286907202,9.207741896186716,control
Pen 6,211230_220120,-5,10.131828563487423,9.15131592893544,control
Pen 6,211230_220120,0,11.059891093980236,10.620644113730814,control
Pen 6,211230_220120,-1,11.613836292224278,11.025281490233276,control
Pen 6,211230_220120,-3,9.50297548849685,9.207741896186716,control
Pen 6,211230_220120,-5,9.169511286907202,9.15131592893544,control
Pen 6,211230_220120,0,11.881347340107668,10.620644113730814,control
Pen 6,211230_220120,-1,12.43220288279545,11.025281490233276,control
Pen 6,211230_220120,-3,11.613836292224278,9.207741896186716,control
Pen 6,211230_220120,-5,9.50297548849685,9.15131592893544,control
Pen 6,211230_220120,0,12.446977605294961,10.620644113730814,control
Pen 6,220228_220407,-1,4.212156862745098,7.942124183006537,control
Pen 6,220228_220407,-3,5.508566026214711,8.827831406316944,control
Pen 6,220228_220407,-5,7.796964673773267,7.55817054008662,control
Pen 6,220228_220407,0,4.496771474501343,9.569179727986125,control
Pen 6,220228_220407,-1,6.331295490650143,7.942124183006537,control
Pen 6,220228_220407,-3,6.291698867820795,8.827831406316944,control
Pen 6,220228_220407,-5,6.422574631144244,7.55817054008662,control
Pen 6,220228_220407,0,6.316343166273857,9.569179727986125,control
Pen 6,220228_220407,-1,6.045163540509901,7.942124183006537,control
Pen 6,220228_220407,-3,4.496771474501343,8.827831406316944,control
Pen 6,220228_220407,-5,4.477411342118849,7.55817054008662,control
Pen 6,220228_220407,0,6.1412968117643025,9.569179727986125,control
